UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
COVID19 France,@Covid_infoFR,2020-04-01T23:56:34.000Z,"#Covid19 - Comportements à adopter - 
Si je suis testé positif ou si je suis diagnostiqué cliniquement : Je me fais prescrire un arrêt de travail initial d’une durée de 7 à 14 jours. En fonction de mon état je renouvelle cet arrêt pour 7 jours supplémentaires.",,,,1,4,[],https://twitter.com/Covid_infoFR/status/1245500333419356166
UN-GGIM:Americas,@UNGGIMAmericas,2020-04-01T23:56:01.000Z,Don’t miss the Virtual Geospatial Summit on #COVID-19 #healthGIS #thescienceofwhere !!!,,,2,36,56,['https://pbs.twimg.com/media/EUjn0c6XYAINJRC?format=jpg&name=small'],https://twitter.com/UNGGIMAmericas/status/1245500195711959040
Boo Soon Yew,@BooSoonYew67,2020-04-01T23:58:32.000Z,"This is a very good Singapore study that looked into pre-symptomatic transmission in several clusters.. Very comprehensive description !! #COVID19 #SARSCoV2 .. 1/n
https://cdc.gov/mmwr/volumes/69/wr/mm6914e1.htm?s_cid=mm6914e1_w…",,,1,18,29,[],https://twitter.com/BooSoonYew67/status/1245500827852128256
JADINE NATION,@JaDineNATION,2020-04-01T23:59:29.000Z,"“We can’t control the uncontrollable, but we can entrust all of it to God.” 

May we find comfort and confidence in the loving grace and deliverance of our Almighty God in this difficult battle against COVID! Have a safe day ahead!

CLeah MapusongUsapan 
#OTWOLPusongCLeah",GIF,,1,82,70,['https://pbs.twimg.com/tweet_video_thumb/EUjonRpVAAEs7QU.jpg'],https://twitter.com/JaDineNATION/status/1245501066428334080
𝕹𝖆𝖙𝖆𝖘𝖍𝖆 𝖆𝖓𝖓 𝖔𝖜𝖊𝖓,@_txshanne,2020-04-01T23:58:57.000Z,"I thought I was getting my life together, then boom... covid19 struck",,🌸,,7,72,[],https://twitter.com/_txshanne/status/1245500933418737667
Jesse Walker,@notjessewalker,2020-04-01T23:57:18.000Z,"""A train engineer at the Port of Los Angeles was arrested this morning for allegedly running a locomotive at full speed off the end of rail tracks near the USNS Mercy...believing it had an alternate purpose related to COVID-19 or a government takeover.""","Train Operator at Port of Los Angeles Charged with Derailing
A train engineer at the Port of Los Angeles was arrested this morning on federal charges for allegedly running a locomotive at full speed off the end of rail tracks near the USNS Mercy.
justice.gov",,,12,12,['https://pbs.twimg.com/card_img/1425489713515753473/XRVLEYBY?format=jpg&name=240x240'],https://twitter.com/notjessewalker/status/1245500518241390592
Wee L #Freedom....,@l_ronaldson,2020-04-01T23:58:01.000Z,When will people in the UK get it the Tories don't want to stop the spread of Covid19 the more folk who die the better they like it. Boris Johnson has gone out of his way to reject any help he has been offered to stop Covid19..,"Chris Shaw
@The_ChrisShaw
 · 1 avr. 2020
En réponse à @JMPSimor  et  @maitlis
I find it staggering that Ocado can purchase 100,000 Covid 19 tests, while the British government is testing fewer than 10,000 people per day.

https://bbc.co.uk/news/uk-england-london-52108654?fbclid=IwAR2dhFbdWWY0yZBL8Y4X__sg4h_I-lC8ygHqE7SXN0ZLZuYUdo4Rka-rbSo…",😷 😷,1,34,49,['https://pbs.twimg.com/profile_images/796123788341641216/wWu76qGM_mini.jpg'],https://twitter.com/l_ronaldson/status/1245500697325506561
PVEA,@SavePeaceValley,2020-04-01T23:56:22.000Z,"Please sign! 
Amnesty International Canada 
@AmnestyNow
 calls on the govts of Canada & BC to shut down #SiteC construction during the #Covid19 pandemic. Take action: 
https://takeaction.amnesty.ca/page/58577/action/1…
#bcpoli #cdnpoli #mancamps #canlab",,,2,18,25,[],https://twitter.com/SavePeaceValley/status/1245500282861015040
Jodi Dean,@Jodi7768,2020-04-01T23:59:58.000Z,Why is there no longer any data from the US on the Johns Hopkins COVID-19 map? I don't want to over-react but I suspect some kind of censorship. #COVID19Pandemic,,,9,8,29,[],https://twitter.com/Jodi7768/status/1245501190718267392
Jinxx,@JinxxBVB,2020-04-01T23:56:34.000Z,How is everyone’s quarantine today? #jinxx #blackveilbrides #bvb #bvbarmy #stayhome #covid19 #quarantine https://instagram.com/p/B-dR1mfASbA/?igshid=zmh1dc2jrz09…,,,41,34,284,[],https://twitter.com/JinxxBVB/status/1245500335231078400
U.S. Embassy Seoul,@USEmbassySeoul,2020-04-01T23:57:33.000Z,"On behalf of the Embassy Seoul community, little Jayne is expressing her thanks (through blocks) to all of those who making an effort in South Korea to curb the spread of #COVID19. #ThankYouROK",,,5,10,50,['https://pbs.twimg.com/media/EUjoK8FU4AMA490?format=jpg&name=small'],https://twitter.com/USEmbassySeoul/status/1245500582686625792
Santa Fe Institute,@sfiscience,2020-04-01T23:59:04.000Z,"“We should not have a strategy that involves killing a sizable percentage of the population. But even if you get over that ethical hurdle, [herd immunity for #COVID19] isn't going to work.”

- 
@svscarpino
 of 
@Northeastern
 on this week's #ComplexityPodcast:","COMPLEXITY
complexity.simplecast.com",,2,24,59,['https://pbs.twimg.com/card_img/1426574078228500489/yIo9-OwC?format=jpg&name=240x240'],https://twitter.com/sfiscience/status/1245500961394589696
"Kwame Agyemang, Ph.D.",@kwamagyemang,2020-04-01T23:57:30.000Z,"Exciting news! Assuming we overcome COVID-19 , starting next summer, I’ll be leading a study abroad every May to better understand sports biz in emerging markets! First stop: GHANA! Looking forward to sharing my home to a group of students!  Ye b3 ba Ghana afeda! 
@halfblaq",GIF,,13,8,88,['https://pbs.twimg.com/tweet_video_thumb/EUjoJ69X0AI1gmM.jpg'],https://twitter.com/kwamagyemang/status/1245500567327252485
OCDE,@OCDeptofEd,2020-04-01T23:56:38.000Z,"County superintendent recommends keeping campuses closed to students, focusing on distance learning this school year – OCDE Newsroom #covid19 #staysafe #stayhome #distancelearning","County superintendent recommends keeping campuses closed to students, focusing on distance learning...
On Friday, March 13, school districts across Orange County made the difficult decision to temporarily dismiss students in response to COVID-19 fears and calls for social distancing. At the time we …
newsroom.ocde.us",,1,14,20,['https://pbs.twimg.com/card_img/1424206566320902151/IpMg2I1n?format=jpg&name=small'],https://twitter.com/OCDeptofEd/status/1245500348703182850
Debora Diniz,@Debora_D_Diniz,2020-04-01T23:59:24.000Z,Bolsonaro’s relief package ignores the lives of thousands of poor women and families affected by Zika during the covid-19 pandemic. He left behind one of the most underserved groups of the Brazilian population.,,,1,25,108,[],https://twitter.com/Debora_D_Diniz/status/1245501046232932352
Ned Price,@StateDeptSpox,2020-04-01T23:56:16.000Z,The U.S. is committed to the global fight against #COVID19 and we are cooperating closely with many countries to ensure we have the supplies we need in this fight. The purchase of personal protection equipment and ventilators from #Russia will help shore up supplies in New York.,,,147,262,454,['https://pbs.twimg.com/media/EUjnS6wX0AEcvvL?format=jpg&name=small'],https://twitter.com/StateDeptSpox/status/1245500259578589187
The New Yorker,@NewYorker,2020-04-01T23:59:08.000Z,"The Borowitz Report: “As of today, I will be keeping a great distance between myself and anything I said about COVID-19 in the months of January, February, and March,” Donald Trump said.","Trump Practicing Distancing from All His Prior Statements About the Coronavirus
“As of today, I will be keeping a great distance between myself and anything I said in January, February, and March,” Trump said.
newyorker.com",,17,117,256,['https://pbs.twimg.com/card_img/1424564276027543555/kQrcJLuv?format=jpg&name=small'],https://twitter.com/NewYorker/status/1245500978037735424
The Detroit News,@detroitnews,2020-04-01T23:58:39.000Z,The fight has highlighted the importance of Michigan as a swing state in November — where the president must tread carefully in handling the popular governor — and the spotlight on the state with the fourth most COVID-19 cases in the U.S.,"Whitmer vs. Trump: COVID-19 response becomes political fight in election year
Michigan Gov. Gretchen Whitmer is getting a crash course in navigating the politics of President Trump during a COVID-19 outbreak and election year
detroitnews.com",,23,17,28,['https://pbs.twimg.com/card_img/1425995913420578817/BQOoYcXf?format=jpg&name=small'],https://twitter.com/detroitnews/status/1245500858944675841
philip lewis,@Phil_Lewis_,2020-04-01T23:56:10.000Z,A train engineer has been arrested after he allegedly derailed a train to try and crash into a Navy medical boat treating non-COVID-19 patients,"Engineer tried to crash train into USNS Mercy in Los Angeles: Feds
A California train engineer was arrested after he allegedly derailed a locomotive to strike the Navy medical ship deployed to help doctors during the pandemic.
abcnews.go.com",,8,55,23,['https://pbs.twimg.com/card_img/1422303860618498048/pHgo5g1X?format=jpg&name=small'],https://twitter.com/Phil_Lewis_/status/1245500231162134532
Secretary Pompeo,@SecPompeo,2020-04-01T23:58:23.000Z,We have to work together to defeat #COVID19. This is why the U.S. agreed to purchase urgently needed personal protective equipment from #Russia to help #FEMA respond in New York City. This is a time to work together to overcome a common enemy that threatens the lives of all.,,,"1,4 k","2,1 k","8,1 k",[],https://twitter.com/SecPompeo/status/1245500789507973120
Eloy Núñez,@eloynunezp,2020-04-01T23:57:04.000Z,#ComparteLoPositivo #PositivoRD #CoronaVirusRD #Covid19,,,2,25,39,['https://pbs.twimg.com/ext_tw_video_thumb/1245500309692088320/pu/img/Vb15gC7sbW71aEfe.jpg'],https://twitter.com/eloynunezp/status/1245500459428839428
Aragórnius,@Aragornius1,2020-04-01T23:59:38.000Z,"Mientras velamos a 2 muertes por el COVID-19 en #ElSalvador... Alrededor del mundo  han muerto 7 Salvadoreños: 

● Italia: 1
● España: 2
● New York: 3
● California del Sur: 1 (hoy)

Q.E.P.D. ~ Que Dios bendiga a sus familias    #DiásporaSV 

#QuedateEnCasa","GIF
RREE El Salvador
@cancilleriasv
 · 28 mars 2020
Confirmamos el fallecimiento de seis salvadoreños en diferentes partes del mundo a causa del #COVID19.

Brindamos el acompañamiento necesario a las familias de los compatriotas fallecidos y reiteramos nuestra disposición de asistir a todos los connacionales que así lo requieran.",🌎 💔 😢,2,25,48,"['https://pbs.twimg.com/tweet_video_thumb/EUjopr_UEAE8hyn.jpg', 'https://pbs.twimg.com/profile_images/1388375852979789824/BmR8hk9b_mini.jpg', 'https://pbs.twimg.com/media/EUOF8WAXsAAJmQX?format=jpg&name=240x240']",https://twitter.com/Aragornius1/status/1245501106446196736
Dr Harsh Vardhan,@drharshvardhan,2020-04-01T23:57:36.000Z,"समस्त देशवासियों को भगवान राम के जन्मोत्सव #RamNavami की हार्दिक शुभकामनाएं।

भगवान राम का जीवन हमें मन व कर्म से श्रेष्ठ बनने व संकट के क्षणों में संयम व धैर्य की प्रेरणा देता है।

आइए, उनके जीवन से  प्रेरणा लेकर #COVID19 को हराने के लिए राष्ट्र-सेवा का भाव बनाने का संकल्प लें।",,,125,183,"1,3 k",['https://pbs.twimg.com/media/EUjoLokUUAAVzSR?format=jpg&name=small'],https://twitter.com/drharshvardhan/status/1245500591805095936
DCM ONLINE,@DCM_online,2020-04-01T23:59:17.000Z,Boulos sobre subnotificação da COVID-19: “Isso engana a população sobre a dimensão da pandemia”,"Boulos sobre subnotificação da COVID-19: ""Isso engana a população sobre a dimensão da pandemia""
Guilherme Boulos falou sobre a orientação dada aos postos de saúde pela CEJAM para que notifiquem apenas casos de profissionais de saúde que apresentam sintomas. No Twitter, Boulos disse: “ESCANDAL...
diariodocentrodomundo.com.br",,1,18,70,[],https://twitter.com/DCM_online/status/1245501015497064449
Telefuturo Informa,@TelefuturoInfo,2020-04-01T23:57:01.000Z,"#AHORA. Confirman 8 nuevos casos positivos de Covid-19 en Paraguay. Este miércoles se procesaron 95 muestras. 

6 casos positivos son del exterior, 1 por contacto con viajero y 1 vinculado a caso anterior. 

#TelefuturoPY #QuedateEnCasaPy",,,7,21,62,['https://pbs.twimg.com/media/EUjnnDhXgAE5nyT?format=jpg&name=small'],https://twitter.com/TelefuturoInfo/status/1245500446313189379
thicico,@thicico,2020-04-01T23:56:39.000Z,"Primeiro o Brasil estava se preparando para o Covid-19, depois tava preparado, tinha teste e não precisava usar máscara, aí não tem teste e precisa usar máscara. Solução do MS: faça sua máscara em casa, pq não temos nem para os profissionais de saúde. 
E nem começou o pico ainda.",,,18,116,444,[],https://twitter.com/thicico/status/1245500353812013061
PAN Ciudad de México,@PAN_CDMX,2020-04-01T23:56:18.000Z,"A fin de mitigar los efectos de la crisis sanitaria por #Covid19 en la economía local, solicitamos y proponemos al 
@GobCDMX
 activar un programa extraordinario de apoyos y estímulos fiscales para las familias que más lo necesitan y también para la iniciativa privada. #SíHayDeOtra",,,,10,13,['https://pbs.twimg.com/media/EUjn4vqXQAAIWX2?format=jpg&name=small'],https://twitter.com/PAN_CDMX/status/1245500265777770504
ETECSA,@ETECSA_Cuba,2020-04-01T23:57:15.000Z,"|
@JorgeLuisPerd20
: Continuamos implementando medidas en apoyo al enfrenamiento de la #COVID19. 
#EnLíneaPorLaSalud #CubaInformatiza #CubaSalva",,,16,46,89,['https://pbs.twimg.com/media/EUjoGp2XYAEZEdI?format=jpg&name=small'],https://twitter.com/ETECSA_Cuba/status/1245500504622407681
Diario La República,@larepublica_co,2020-04-01T23:58:31.000Z,"Las autoridades italianas creen que la epidemia de Covid-19 del país, la más mortal del mundo, se está desacelerando considerablemente después de tres semanas de cierre nacional","Las autoridades de Italia esperan que la pandemia de Covid-19 esté disminuyendo
Dicen que tomará hasta después de Pascua para reducir las nuevas infecciones lo suficiente como para aflojar el bloqueo
larepublica.co",,,16,40,[],https://twitter.com/larepublica_co/status/1245500823628587016
Ma'amSyj,@MaamSyj,2020-04-01T23:56:29.000Z,"Kung ako ang maging presidente, isa sa mga uunahin kong repormahin yung utak at ugali ng ibang titser. Pag praise/protect Digong pa rin sila in the time of COVID, I will ask them to quit teaching. Need to protect the next generation from them. ",,😉,34,142,848,[],https://twitter.com/MaamSyj/status/1245500314842583040
William Serafino,@williamserafino,2020-04-01T23:58:14.000Z,"EEUU anuncia que reforzará la militarización del Caribe y el Pacífico, mientras el capitán del portaaviones nuclear Theodore Roosevelt, Brett Crozier, pide ayuda para atender a más de 100 marineros contagiados de Covid-19 a bordo. Locos irresponsables: https://bit.ly/3aCkcBc",,,42,"1,1 k",582,[],https://twitter.com/williamserafino/status/1245500751624966147
Armando Isler,@Armandoypunto,2020-04-01T23:59:52.000Z,"Cuando Jorge Rodriguez habla de ""colaborar"" con las autoridades estadounidenses ¿a que se refiere?

1. Entregarse 
2. Aceptar el consejo de estado
3. Donarle un par de maquinitas que detectan el covid-19",,,8,15,51,[],https://twitter.com/Armandoypunto/status/1245501164105449473
Grupo Parlamentario FMLN,@gpfmln,2020-04-01T23:59:15.000Z,"Con 65 votos se aprueba solicitud de nuestro 
@gpfmln
 en el sentido se recomiende a las autoridades del @minsalud  que adecuen las instalaciones del Hospital Saldaña, para atender la pandemia COVID-19.",,,1,14,22,['https://pbs.twimg.com/media/EUjoi49X0AALGpa?format=jpg&name=small'],https://twitter.com/gpfmln/status/1245501007339143169
Armando Ríos Piter,@RiosPiterJaguar,2020-04-01T23:57:52.000Z,"En punto de las 18 hrs, acompáñanos en el #FBLive de “Zoon Turístikon”, en  
@radio13digital
 hablaremos con 
@ArikStaro
, sobre cómo cambiará el turismo de reuniones después del #COVID19 y el teletrabajo. #QuedateEnCasa con 
@DrCCVM
 #Turismo
#SociedadHorizontal
#TurismoDeReuniones",,,1,8,24,['https://pbs.twimg.com/ext_tw_video_thumb/1245500560079495168/pu/img/F3XDt0Z6c8muLJat.jpg'],https://twitter.com/RiosPiterJaguar/status/1245500660331790338
